timestamp,region,service_line,resource_demand,capacity_planned,operational_spend_usd,reliability_score,gdp_growth_rate,tech_investment_index,cloud_sentiment_score,year,month,day
2024-04-22,West Europe,Compute,560.47,711,313.86,99.899,2.32,123.78,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-22,West Europe,Storage,966.57,1227,135.32,99.582,2.32,123.78,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-22,Central India,Compute,492.72,625,275.93,99.457,2.35,124.86,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-22,Central India,Storage,861.23,1093,120.57,99.831,2.35,124.86,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-23,East US,Compute,660.55,838,369.91,99.801,2.17,126.36,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-23,East US,Storage,811.3499999999999,1452,160.11,99.413,2.18,125.515,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-23,West Europe,Compute,584.31,742,327.22,99.686,2.3,127.46,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-23,West Europe,Storage,962.61,1222,134.76,99.743,2.3,127.46,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-23,Central India,Compute,515.92,655,288.92,99.64,2.11,123.43,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-23,Central India,Storage,807.49,1025,113.05,99.775,2.11,123.43,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-24,East US,Compute,647.13,821,362.39,99.588,2.26,128.33,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-24,East US,Storage,1117.37,1419,156.43,99.588,2.26,128.33,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-24,West Europe,Compute,577.96,734,323.66,99.455,2.27,127.42,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-24,West Europe,Storage,960.47,1219,134.47,99.464,2.27,127.42,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-24,Central India,Compute,517.86,657,290.0,99.43,2.37,124.41,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-24,Central India,Storage,839.45,1066,117.52,99.435,2.37,124.41,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-25,East US,Compute,683.3,867,382.65,99.949,2.05,125.65,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-25,East US,Storage,1128.28,1432,157.96,99.601,2.05,125.65,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-25,West Europe,Compute,599.49,761,335.71,99.728,2.25,124.19,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-25,West Europe,Storage,984.36,1250,137.81,99.734,2.25,124.19,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-25,Central India,Compute,494.82,628,277.1,99.987,2.35,127.32,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-25,Central India,Storage,835.84,1061,117.02,99.84,2.35,127.32,1970-01-01 00:00:00.000000065,1970,1,1
2024-04-26,East US,Compute,650.28,825,364.16,99.486,2.07,127.68,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-26,East US,Storage,1146.16,1455,160.46,99.681,2.07,127.68,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-26,West Europe,Compute,593.38,753,332.29,99.699,2.23,125.47,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-26,West Europe,Storage,988.18,1254,138.35,99.885,2.23,125.47,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-26,Central India,Compute,494.88,628,277.13,99.867,2.37,126.6,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-26,Central India,Storage,867.26,1101,121.42,99.554,2.37,126.6,1970-01-01 00:00:00.000000064,1970,1,1
2024-04-27,East US,Compute,663.74,842,371.69,99.961,2.03,127.38,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-27,East US,Storage,1111.79,1411,155.65,99.802,2.03,127.38,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-27,West Europe,Compute,594.85,755,333.12,99.774,2.09,124.12,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-27,West Europe,Storage,950.44,1207,133.06,99.5,2.09,124.12,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-27,Central India,Compute,513.22,651,287.4,99.425,2.24,124.08,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-27,Central India,Storage,815.38,1035,114.15,99.837,2.24,124.08,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-28,East US,Compute,682.02,866,381.93,99.844,2.17,128.51,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-28,East US,Storage,1134.11,1440,158.78,99.881,2.17,128.51,1970-01-01 00:00:00.000000061,1970,1,1
2024-04-28,West Europe,Compute,583.38,740,326.69,99.808,2.38,123.18,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-28,West Europe,Storage,978.65,1242,137.01,99.632,2.38,123.18,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-28,Central India,Compute,479.6,609,268.58,99.521,2.31,126.8,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-28,Central India,Storage,866.55,1100,121.32,99.615,2.31,126.8,1970-01-01 00:00:00.000000068,1970,1,1
2024-04-29,East US,Compute,645.21,819,361.32,99.747,2.15,124.42,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-29,East US,Storage,1102.43,1400,154.34,99.794,2.15,124.42,1970-01-01 00:00:00.000000063,1970,1,1
2024-04-29,West Europe,Compute,587.34,745,328.91,99.983,2.07,127.91,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-29,West Europe,Storage,988.34,1255,138.37,99.485,2.07,127.91,1970-01-01 00:00:00.000000062,1970,1,1
2024-04-29,Central India,Compute,523.45,664,293.13,99.466,2.3,128.23,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-29,Central India,Storage,853.68,1084,119.52,99.84,2.3,128.23,1970-01-01 00:00:00.000000069,1970,1,1
2024-04-30,East US,Compute,686.87,872,384.65,99.977,2.07,126.82,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-30,East US,Storage,1154.01,1465,161.56,99.486,2.07,126.82,1970-01-01 00:00:00.000000067,1970,1,1
2024-04-30,West Europe,Compute,558.85,709,312.96,99.58,2.11,126.29,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-30,West Europe,Storage,982.29,1247,137.52,99.616,2.11,126.29,1970-01-01 00:00:00.000000066,1970,1,1
2024-04-30,Central India,Compute,471.68,599,264.14,99.954,2.15,124.66,1970-01-01 00:00:00.000000060,1970,1,1
2024-04-30,Central India,Storage,822.76,1044,115.19,99.728,2.15,124.66,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-01,East US,Compute,670.02,850,375.21,99.767,2.31,130.35,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-01,East US,Storage,1161.35,1474,162.59,99.424,2.31,130.35,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-01,West Europe,Compute,584.98,742,327.59,99.467,2.43,126.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-01,West Europe,Storage,971.82,1234,136.05,99.52,2.43,126.04,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-01,Central India,Compute,811.3499999999999,635,280.01,99.871,2.18,125.515,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-01,Central India,Storage,819.5,1040,114.73,99.463,2.4,126.37,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-02,East US,Compute,668.23,848,374.21,99.443,2.2,127.3,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-02,East US,Storage,1104.46,1402,154.62,99.506,2.2,127.3,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-02,West Europe,Compute,579.02,735,324.25,99.716,2.25,126.46,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-02,West Europe,Storage,978.95,1243,137.05,99.989,2.25,126.46,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-02,Central India,Compute,488.57,620,273.6,99.447,2.33,128.38,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-02,Central India,Storage,863.03,1096,120.82,99.92,2.33,128.38,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-03,East US,Compute,670.32,851,375.38,99.679,2.33,129.52,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-03,East US,Storage,1143.84,1452,160.14,99.802,2.33,129.52,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-03,West Europe,Compute,593.75,754,332.5,99.696,2.27,124.81,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-03,West Europe,Storage,995.8,1264,139.41,99.451,2.27,124.81,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-03,Central India,Compute,492.31,625,275.7,99.478,2.42,128.01,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-03,Central India,Storage,852.22,1082,119.31,99.796,2.42,128.01,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-04,East US,Compute,659.66,837,369.41,99.427,2.21,130.19,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-04,East US,Storage,1121.19,1423,156.97,99.537,2.21,130.19,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-04,West Europe,Compute,595.82,756,333.66,99.931,2.07,128.96,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-04,West Europe,Storage,971.15,1233,135.96,99.938,2.07,128.96,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-04,Central India,Compute,499.6,634,279.77,99.791,2.42,126.8,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-04,Central India,Storage,857.55,1089,120.06,99.666,2.42,126.8,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-05,East US,Compute,684.19,868,383.15,99.633,2.12,125.54,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-05,East US,Storage,1137.79,1444,159.29,99.642,2.12,125.54,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-05,West Europe,Compute,586.19,744,328.27,99.819,2.25,130.43,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-05,West Europe,Storage,969.56,1231,135.74,99.501,2.25,130.43,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-05,Central India,Compute,473.12,600,264.95,99.589,2.23,126.82,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-05,Central India,Storage,824.58,1047,115.44,99.526,2.23,126.82,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-06,East US,Compute,668.94,849,374.6,99.474,2.28,127.41,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-06,East US,Storage,1119.82,1422,156.77,99.764,2.28,127.41,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-06,West Europe,Compute,583.34,740,326.67,99.647,2.4,126.34,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-06,West Europe,Storage,962.04,1221,134.69,99.867,2.4,126.34,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-06,Central India,Compute,504.45,640,282.49,99.878,2.38,126.01,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-06,Central India,Storage,841.14,1068,117.76,99.717,2.38,126.01,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-07,East US,Compute,811.3499999999999,839,370.01,99.52,2.18,125.515,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-07,East US,Storage,1111.39,1411,155.59,99.757,2.16,127.47,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-07,West Europe,Compute,601.97,764,337.1,99.689,2.35,128.72,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-07,West Europe,Storage,977.95,1241,136.91,99.588,2.35,128.72,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-07,Central India,Compute,519.46,659,290.9,99.552,2.39,127.78,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-07,Central India,Storage,846.24,1074,118.47,99.781,2.39,127.78,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-08,East US,Compute,679.05,862,380.27,99.814,2.2,130.0,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-08,East US,Storage,1118.01,1419,156.52,99.527,2.2,130.0,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-08,West Europe,Compute,562.12,713,314.79,99.941,2.19,129.82,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-08,West Europe,Storage,995.43,1264,139.36,99.685,2.19,129.82,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-08,Central India,Compute,471.22,598,263.88,99.969,2.32,124.9,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-08,Central India,Storage,814.68,1034,114.06,99.646,2.32,124.9,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-09,East US,Compute,683.43,867,382.72,99.516,2.12,128.04,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-09,East US,Storage,1147.72,1457,160.68,99.527,2.12,128.04,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-09,West Europe,Compute,576.07,731,322.6,99.865,2.34,128.44,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-09,West Europe,Storage,975.12,1238,136.52,99.812,2.34,128.44,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-09,Central India,Compute,477.18,606,267.22,99.881,2.2,126.67,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-09,Central India,Storage,858.3,1090,120.16,99.964,2.2,126.67,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-10,East US,Compute,673.16,854,376.97,99.611,2.35,126.58,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-10,East US,Storage,1109.43,1408,155.32,99.883,2.35,126.58,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-10,West Europe,Compute,585.71,743,328.0,99.983,2.07,127.74,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-10,West Europe,Storage,963.67,1223,134.91,99.494,2.07,127.74,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-10,Central India,Compute,478.59,607,268.01,99.589,2.36,125.09,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-10,Central India,Storage,856.53,1087,119.91,99.958,2.36,125.09,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-11,East US,Compute,685.48,870,383.87,99.617,2.13,126.93,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-11,East US,Storage,1162.13,1475,162.7,99.649,2.13,126.93,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-11,West Europe,Compute,570.52,724,319.49,99.942,2.36,124.6,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-11,West Europe,Storage,1007.49,1279,141.05,99.812,2.36,124.6,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-11,Central India,Compute,482.44,612,270.17,99.508,2.29,129.23,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-11,Central India,Storage,825.52,1048,115.57,99.672,2.29,129.23,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-12,East US,Compute,678.71,861,380.08,99.915,2.16,127.26,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-12,East US,Storage,1129.58,1434,158.14,99.856,2.16,127.26,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-12,West Europe,Compute,594.35,754,332.84,99.678,2.33,128.45,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-12,West Europe,Storage,958.13,1216,134.14,99.893,2.33,128.45,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-12,Central India,Compute,502.32,637,281.3,99.902,2.32,127.5,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-12,Central India,Storage,855.7,1086,119.8,99.889,2.32,127.5,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-13,East US,Compute,688.78,874,385.71,99.797,2.08,125.03,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-13,East US,Storage,1122.78,1425,157.19,99.468,2.08,125.03,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-13,West Europe,Compute,574.97,730,321.98,99.6,2.26,127.99,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-13,West Europe,Storage,811.3499999999999,1240,136.74,99.898,2.18,125.515,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-13,Central India,Compute,494.71,628,277.04,99.798,2.4,129.98,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-13,Central India,Storage,864.81,1098,121.07,99.898,2.4,129.98,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-14,East US,Compute,656.96,834,367.9,99.915,2.15,126.62,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-14,East US,Storage,1150.85,1461,161.12,99.891,2.15,126.62,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-14,West Europe,Compute,589.08,748,329.89,99.57,2.36,128.79,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-14,West Europe,Storage,987.3,1253,138.22,99.877,2.36,128.79,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-14,Central India,Compute,526.68,668,294.94,99.601,2.11,127.99,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-14,Central India,Storage,866.37,1100,121.29,99.986,2.11,127.99,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-15,East US,Compute,811.3499999999999,876,386.38,99.74,2.18,125.515,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-15,East US,Storage,1124.77,1428,157.47,99.905,2.24,129.93,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-15,West Europe,Compute,575.92,731,322.51,99.844,2.13,127.32,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-15,West Europe,Storage,973.32,1236,136.26,99.516,2.13,127.32,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-15,Central India,Compute,508.22,645,284.6,99.947,2.14,128.42,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-15,Central India,Storage,833.84,1058,116.74,99.809,2.14,128.42,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-16,East US,Compute,685.7,870,383.99,99.928,2.27,125.48,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-16,East US,Storage,1113.87,1414,155.94,99.765,2.27,125.48,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-16,West Europe,Compute,563.75,715,315.7,99.915,2.28,127.16,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-16,West Europe,Storage,979.65,1244,137.15,99.788,2.28,127.16,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-16,Central India,Compute,502.53,638,281.42,99.474,2.05,125.66,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-16,Central India,Storage,843.6,1071,118.1,99.522,2.05,125.66,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-17,East US,Compute,655.68,832,367.18,99.741,2.09,125.54,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-17,East US,Storage,811.3499999999999,1448,159.72,99.771,2.18,125.515,1970-01-01 00:00:00.000000062,1970,1,1
2024-05-17,West Europe,Compute,580.21,736,324.92,99.408,2.41,126.0,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-17,West Europe,Storage,1003.2,1274,140.45,99.715,2.41,126.0,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-17,Central India,Compute,517.95,657,290.05,99.444,2.08,127.46,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-17,Central India,Storage,842.76,1070,117.99,99.798,2.08,127.46,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-18,East US,Compute,679.35,862,380.43,99.75,2.28,126.85,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-18,East US,Storage,1121.82,1424,157.05,99.627,2.28,126.85,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-18,West Europe,Compute,573.1,727,320.93,99.719,2.19,129.57,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-18,West Europe,Storage,1001.39,1271,140.2,99.971,2.19,129.57,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-18,Central India,Compute,486.86,618,272.64,99.587,2.18,125.57,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-18,Central India,Storage,823.07,1045,115.23,99.541,2.18,125.57,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-19,East US,Compute,811.3499999999999,840,370.58,99.468,2.18,125.515,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-19,East US,Storage,1125.51,1429,157.57,99.502,2.14,129.23,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-19,West Europe,Compute,599.83,761,335.9,99.446,2.12,125.61,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-19,West Europe,Storage,982.32,1247,137.52,99.517,2.12,125.61,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-19,Central India,Compute,494.28,627,276.8,99.927,2.16,128.52,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-19,Central India,Storage,831.02,1055,116.34,99.707,2.16,128.52,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-20,East US,Compute,655.4,832,367.02,99.831,2.41,128.62,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-20,East US,Storage,1146.05,1455,160.45,99.962,2.41,128.62,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-20,West Europe,Compute,581.44,738,325.61,99.635,2.35,125.58,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-20,West Europe,Storage,1005.97,1277,140.84,99.796,2.35,125.58,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-20,Central India,Compute,811.3499999999999,661,291.86,99.457,2.18,125.515,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-20,Central India,Storage,827.16,1050,115.8,99.99,2.11,130.47,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-21,East US,Compute,689.31,875,386.02,99.508,2.34,127.77,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-21,East US,Storage,1128.92,1433,158.05,99.616,2.34,127.77,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-21,West Europe,Compute,556.66,706,311.73,99.808,2.42,130.47,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-21,West Europe,Storage,991.35,1259,138.79,99.617,2.42,130.47,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-21,Central India,Compute,482.09,612,269.97,99.943,2.42,127.76,1970-01-01 00:00:00.000000070,1970,1,1
2024-05-21,Central India,Storage,832.76,1057,116.59,99.481,2.42,127.76,1970-01-01 00:00:00.000000070,1970,1,1
2024-05-22,East US,Compute,659.96,838,369.58,99.425,2.26,124.76,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-22,East US,Storage,1122.17,1425,157.1,99.491,2.26,124.76,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-22,West Europe,Compute,605.0,768,338.8,99.738,2.4,129.48,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-22,West Europe,Storage,966.23,1227,135.27,99.465,2.4,129.48,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-22,Central India,Compute,481.63,611,269.71,99.47,2.43,125.55,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-22,Central India,Storage,858.07,1089,120.13,99.8,2.43,125.55,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-23,East US,Compute,641.23,814,359.09,99.875,2.3,125.5,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-23,East US,Storage,1141.77,1450,159.85,99.646,2.3,125.5,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-23,West Europe,Compute,580.31,736,324.97,99.459,2.44,130.45,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-23,West Europe,Storage,998.44,1268,139.78,99.937,2.44,130.45,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-23,Central India,Compute,476.65,605,266.93,99.768,2.14,128.56,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-23,Central India,Storage,861.88,1094,120.66,99.62,2.14,128.56,1970-01-01 00:00:00.000000064,1970,1,1
2024-05-24,East US,Compute,696.6,884,390.09,99.698,2.31,126.74,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-24,East US,Storage,1149.93,1460,160.99,99.644,2.31,126.74,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-24,West Europe,Compute,573.29,728,321.04,99.466,2.34,128.71,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-24,West Europe,Storage,995.18,1263,139.33,99.809,2.34,128.71,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-24,Central India,Compute,522.73,663,292.73,99.634,2.14,124.91,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-24,Central India,Storage,853.0,1083,119.42,99.617,2.14,124.91,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-25,East US,Compute,664.81,844,372.3,99.882,2.17,129.26,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-25,East US,Storage,1151.69,1462,161.24,99.479,2.17,129.26,1970-01-01 00:00:00.000000067,1970,1,1
2024-05-25,West Europe,Compute,579.45,735,324.49,99.744,2.18,127.35,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-25,West Europe,Storage,962.37,1222,134.73,99.863,2.18,127.35,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-25,Central India,Compute,482.05,612,269.95,99.667,2.29,129.76,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-25,Central India,Storage,830.16,1054,116.22,99.506,2.29,129.76,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-26,East US,Compute,676.94,859,379.09,99.628,2.41,130.19,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-26,East US,Storage,1160.13,1473,162.42,99.726,2.41,130.19,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-26,West Europe,Compute,586.39,744,328.38,99.548,2.32,129.27,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-26,West Europe,Storage,999.51,1269,139.93,99.877,2.32,129.27,1970-01-01 00:00:00.000000063,1970,1,1
2024-05-26,Central India,Compute,516.5,655,289.24,99.987,2.12,128.38,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-26,Central India,Storage,813.54,1033,113.9,99.54,2.12,128.38,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-27,East US,Compute,700.88,890,392.49,99.834,2.34,129.61,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-27,East US,Storage,1139.87,1447,159.58,99.851,2.34,129.61,1970-01-01 00:00:00.000000069,1970,1,1
2024-05-27,West Europe,Compute,578.8,735,324.13,99.629,2.29,128.27,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-27,West Europe,Storage,973.13,1235,136.24,99.825,2.29,128.27,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-27,Central India,Compute,485.03,615,271.62,99.822,2.17,124.56,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-27,Central India,Storage,864.2,1097,120.99,99.944,2.17,124.56,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-28,East US,Compute,677.95,860,379.65,99.625,2.35,125.33,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-28,East US,Storage,1129.76,1434,158.17,99.458,2.35,125.33,1970-01-01 00:00:00.000000065,1970,1,1
2024-05-28,West Europe,Compute,587.47,746,328.98,99.897,2.23,129.48,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-28,West Europe,Storage,999.1,1268,139.87,99.843,2.23,129.48,1970-01-01 00:00:00.000000068,1970,1,1
2024-05-28,Central India,Compute,514.27,653,287.99,99.417,2.32,125.42,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-28,Central India,Storage,827.93,1051,115.91,99.964,2.32,125.42,1970-01-01 00:00:00.000000066,1970,1,1
2024-05-29,East US,Compute,669.07,849,374.68,99.812,2.3,125.19,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-29,East US,Storage,1142.51,1450,159.95,99.591,2.3,125.19,1970-01-01 00:00:00.000000061,1970,1,1
2024-05-29,West Europe,Compute,585.66,743,327.97,99.893,2.25,128.01,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-29,West Europe,Storage,973.5,1236,136.29,99.664,2.25,128.01,1970-01-01 00:00:00.000000060,1970,1,1
2024-05-29,Central India,Compute,477.99,607,267.67,99.848,2.11,129.91,1970-01-01 00:00:00.000000065,1970,1,1
