region,service_line,resource_demand,capacity_planned,operational_spend_usd,reliability_score,gdp_growth_rate,tech_investment_index,cloud_sentiment_score,year,month,day,rolling_mean_7,rolling_std_7,lag_1,lag_7,lag_14,day_of_week,is_weekend,quarter,demand_spike_flag
East US,Compute,670.36,851,375.4,99.623,2.27,125.33,1970-01-01 00:00:00.000000065,1970,1,1,770.6857142857144,223.56544737929582,961.82,820.47,471.86,6,1,1,0
East US,Storage,1131.46,1436,158.4,99.947,2.27,125.33,1970-01-01 00:00:00.000000065,1970,1,1,768.6057142857143,219.52259943318978,670.36,1146.02,856.08,6,1,1,1
West Europe,Compute,599.05,760,335.47,99.751,2.08,126.13,1970-01-01 00:00:00.000000067,1970,1,1,768.6157142857144,219.5135859772041,1131.46,598.98,652.81,6,1,1,0
West Europe,Storage,965.32,1225,135.14,99.466,2.08,126.13,1970-01-01 00:00:00.000000067,1970,1,1,809.0228571428572,226.92128523009052,599.05,682.47,1154.52,6,1,1,0
Central India,Compute,484.09,614,271.09,99.752,2.27,124.32,1970-01-01 00:00:00.000000068,1970,1,1,806.26,231.3368942329201,965.32,503.43,576.76,6,1,1,0
Central India,Storage,824.0,1046,115.36,99.59,2.27,124.32,1970-01-01 00:00:00.000000068,1970,1,1,805.157142857143,231.21365795257304,484.09,831.72,983.75,6,1,1,0
East US,Compute,641.04,814,358.98,99.95,2.02,122.22,1970-01-01 00:00:00.000000065,1970,1,1,759.3314285714285,226.73396557996995,824.0,961.82,493.23,0,0,1,0
East US,Storage,1150.15,1460,161.02,99.495,2.02,122.22,1970-01-01 00:00:00.000000065,1970,1,1,827.8728571428571,264.6971525923089,641.04,670.36,820.47,0,0,1,1
West Europe,Compute,594.59,755,332.97,99.946,2.21,123.68,1970-01-01 00:00:00.000000066,1970,1,1,751.1771428571428,238.56082576667143,1150.15,1131.46,1146.02,0,0,1,0
West Europe,Storage,980.15,1244,137.22,99.648,2.21,123.68,1970-01-01 00:00:00.000000066,1970,1,1,805.62,241.52478630567072,594.59,599.05,598.98,0,0,1,0
Central India,Compute,488.2,620,273.39,99.868,2.17,126.62,1970-01-01 00:00:00.000000060,1970,1,1,737.4599999999999,255.8437679522407,980.15,965.32,682.47,0,0,1,0
Central India,Storage,855.64,1086,119.79,99.526,2.17,126.62,1970-01-01 00:00:00.000000060,1970,1,1,790.5385714285715,231.94288588849977,488.2,484.09,503.43,0,0,1,0
West Europe,Compute,577.65,733,323.48,99.869,2.2,124.22,1970-01-01 00:00:00.000000063,1970,1,1,755.3457142857143,244.37577968210772,855.64,824.0,831.72,1,0,1,0
East US,Storage,1118.37,1420,156.57,99.582,2.16,124.7,1970-01-01 00:00:00.000000067,1970,1,1,823.5357142857143,272.17911785300123,577.65,641.04,961.82,1,0,1,1
East US,Compute,663.49,842,371.55,99.849,2.16,124.7,1970-01-01 00:00:00.000000067,1970,1,1,754.0128571428571,234.37597236877644,1118.37,1150.15,670.36,1,0,1,0
West Europe,Storage,998.18,1267,139.74,99.916,2.2,124.22,1970-01-01 00:00:00.000000063,1970,1,1,811.6685714285713,238.2314193823985,663.49,594.59,1131.46,1,0,1,0
Central India,Storage,834.58,1059,116.84,99.431,2.21,122.82,1970-01-01 00:00:00.000000060,1970,1,1,790.8728571428572,227.16989411116094,998.18,980.15,599.05,1,0,1,0
Central India,Compute,476.39,605,266.78,99.578,2.21,122.82,1970-01-01 00:00:00.000000060,1970,1,1,789.1857142857143,229.82081736700437,834.58,488.2,965.32,1,0,1,0
East US,Compute,662.29,841,370.88,99.832,2.21,126.72,1970-01-01 00:00:00.000000065,1970,1,1,761.5642857142857,232.11038881368066,476.39,855.64,484.09,2,0,1,0
East US,Storage,1116.34,1417,156.29,99.545,2.21,126.72,1970-01-01 00:00:00.000000065,1970,1,1,838.5200000000001,249.61218746954873,662.29,577.65,824.0,2,0,1,0
West Europe,Compute,569.18,722,318.74,99.827,2.13,121.93,1970-01-01 00:00:00.000000060,1970,1,1,760.0642857142858,232.72959422594144,1116.34,1118.37,641.04,2,0,1,0
West Europe,Storage,942.92,1197,132.01,99.921,2.13,121.93,1970-01-01 00:00:00.000000060,1970,1,1,799.982857142857,237.3231121427973,569.18,663.49,1150.15,2,0,1,0
Central India,Compute,492.47,625,275.79,99.884,2.02,125.71,1970-01-01 00:00:00.000000060,1970,1,1,727.7385714285714,243.8171956903075,942.92,998.18,594.59,2,0,1,0
Central India,Storage,824.42,1047,115.42,99.793,2.02,125.71,1970-01-01 00:00:00.000000060,1970,1,1,726.2871428571428,243.10437084472485,492.47,834.58,980.15,2,0,1,0
East US,Compute,654.06,830,366.28,99.649,2.21,121.77,1970-01-01 00:00:00.000000060,1970,1,1,751.6685714285715,220.92874812395738,824.42,476.39,488.2,3,0,1,0
East US,Storage,1093.03,1388,153.02,99.577,2.21,121.77,1970-01-01 00:00:00.000000060,1970,1,1,813.2028571428572,249.96362673492328,654.06,662.29,855.64,3,0,1,0
West Europe,Compute,811.3499999999999,724,319.58,99.773,2.18,125.515,1970-01-01 00:00:00.000000067,1970,1,1,769.6328571428572,212.01956652742248,1093.03,1116.34,577.65,3,0,1,0
West Europe,Storage,989.3,1256,138.5,99.576,2.22,123.01,1970-01-01 00:00:00.000000067,1970,1,1,829.6499999999999,205.1713443279377,811.3499999999999,569.18,1118.37,3,0,1,0
Central India,Compute,488.19,620,273.39,99.909,2.05,125.18,1970-01-01 00:00:00.000000061,1970,1,1,764.6885714285714,233.37973758294797,989.3,942.92,663.49,3,0,1,0
Central India,Storage,855.64,1086,119.79,99.465,2.05,125.18,1970-01-01 00:00:00.000000061,1970,1,1,816.5699999999999,200.88306913890614,488.19,492.47,998.18,3,0,1,0
West Europe,Compute,560.65,712,313.96,99.418,2.04,121.69,1970-01-01 00:00:00.000000063,1970,1,1,778.8885714285715,222.71739876867645,855.64,824.42,834.58,4,0,1,0
East US,Compute,677.27,860,379.27,99.733,2.1,121.73,1970-01-01 00:00:00.000000068,1970,1,1,782.2042857142857,220.7130272440619,560.65,654.06,476.39,4,0,1,0
East US,Storage,1117.61,1419,156.47,99.83,2.1,121.73,1970-01-01 00:00:00.000000068,1970,1,1,785.7157142857143,226.59931596374688,677.27,1093.03,662.29,4,0,1,1
Central India,Compute,514.29,653,288.0,99.486,1.99,122.78,1970-01-01 00:00:00.000000066,1970,1,1,743.2785714285712,247.8211465572548,1117.61,811.3499999999999,1116.34,4,0,1,0
Central India,Storage,824.87,1047,115.48,99.561,1.99,122.78,1970-01-01 00:00:00.000000066,1970,1,1,719.7885714285715,227.58151700204567,514.29,989.3,569.18,4,0,1,0
West Europe,Storage,978.1,1242,136.93,99.842,2.04,121.69,1970-01-01 00:00:00.000000063,1970,1,1,789.7757142857142,219.68142690853801,824.87,488.19,942.92,4,0,1,0
East US,Compute,660.15,838,369.68,99.44,2.12,122.46,1970-01-01 00:00:00.000000065,1970,1,1,761.8485714285715,222.3228959890374,978.1,855.64,492.47,5,1,1,0
East US,Storage,1148.32,1458,160.77,99.817,2.12,122.46,1970-01-01 00:00:00.000000065,1970,1,1,845.8014285714286,243.6211351277885,660.15,560.65,824.42,5,1,1,1
West Europe,Compute,588.44,747,329.53,99.84,1.97,123.16,1970-01-01 00:00:00.000000062,1970,1,1,833.1114285714286,255.8685713036132,1148.32,677.27,654.06,5,1,1,0
West Europe,Storage,961.75,1221,134.65,99.931,1.97,123.16,1970-01-01 00:00:00.000000062,1970,1,1,810.8457142857143,232.7195971447999,588.44,1117.61,1093.03,5,1,1,0
Central India,Compute,511.43,649,286.4,99.456,2.33,125.98,1970-01-01 00:00:00.000000062,1970,1,1,810.4371428571429,233.32872917226183,961.75,514.29,811.3499999999999,5,1,1,0
Central India,Storage,837.11,1063,117.2,99.955,2.33,125.98,1970-01-01 00:00:00.000000062,1970,1,1,812.1857142857142,233.50071612003953,511.43,824.87,989.3,5,1,1,0
West Europe,Compute,558.12,708,312.55,99.687,1.96,123.28,1970-01-01 00:00:00.000000068,1970,1,1,752.1885714285715,237.68317269203627,837.11,978.1,488.19,6,1,1,0
East US,Storage,1144.56,1453,160.24,99.771,2.0,122.39,1970-01-01 00:00:00.000000069,1970,1,1,821.39,274.1417269710441,558.12,660.15,855.64,6,1,1,1
East US,Compute,673.01,854,376.89,99.975,2.0,122.39,1970-01-01 00:00:00.000000069,1970,1,1,753.4885714285714,235.86058392113551,1144.56,1148.32,560.65,6,1,1,0
Central India,Storage,836.98,1062,117.18,99.757,2.21,123.39,1970-01-01 00:00:00.000000069,1970,1,1,788.9942857142856,225.34658039393005,673.01,588.44,677.27,6,1,1,0
Central India,Compute,522.08,663,292.36,99.858,2.21,123.39,1970-01-01 00:00:00.000000069,1970,1,1,726.1842857142856,230.3871792481187,836.98,961.75,1117.61,6,1,1,0
West Europe,Storage,964.05,1224,134.97,99.517,1.96,123.28,1970-01-01 00:00:00.000000068,1970,1,1,790.8442857142857,223.48146819942656,522.08,511.43,514.29,6,1,1,0
West Europe,Compute,568.9,722,318.59,99.81,2.28,125.42,1970-01-01 00:00:00.000000062,1970,1,1,752.5285714285712,236.82127286405742,964.05,837.11,824.87,0,0,1,0
East US,Compute,682.66,866,382.29,99.652,2.25,124.04,1970-01-01 00:00:00.000000063,1970,1,1,770.3199999999999,224.119414524192,568.9,558.12,978.1,0,0,1,0
East US,Storage,1115.5,1416,156.17,99.974,2.25,124.04,1970-01-01 00:00:00.000000063,1970,1,1,766.1685714285715,216.15969639971973,682.66,1144.56,660.15,0,0,1,0
Central India,Storage,806.23,1023,112.87,99.696,2.15,121.89,1970-01-01 00:00:00.000000060,1970,1,1,785.1999999999999,212.4229734123248,1115.5,673.01,1148.32,0,0,1,0
West Europe,Storage,958.61,1217,134.21,99.495,2.28,125.42,1970-01-01 00:00:00.000000062,1970,1,1,802.5757142857143,222.11767503263818,806.23,836.98,588.44,0,0,1,0
Central India,Compute,482.59,612,270.25,99.469,2.15,121.89,1970-01-01 00:00:00.000000060,1970,1,1,796.9342857142857,230.76243230193398,958.61,522.08,961.75,0,0,1,0
East US,Compute,690.8,877,386.85,99.933,2.16,124.6,1970-01-01 00:00:00.000000068,1970,1,1,757.8985714285715,220.6725011888712,482.59,964.05,511.43,1,0,1,0
East US,Storage,1157.58,1470,162.06,99.721,2.16,124.6,1970-01-01 00:00:00.000000068,1970,1,1,841.9957142857141,247.21670486013798,690.8,568.9,837.11,1,0,1,1
West Europe,Compute,596.4,757,333.98,99.47,2.13,123.95,1970-01-01 00:00:00.000000065,1970,1,1,829.672857142857,258.3805366582579,1157.58,682.66,558.12,1,0,1,0
West Europe,Storage,995.13,1263,139.32,99.52,2.13,123.95,1970-01-01 00:00:00.000000065,1970,1,1,812.4771428571428,239.5036787270905,596.4,1115.5,1144.56,1,0,1,0
Central India,Compute,477.04,605,267.14,99.4,2.3,123.98,1970-01-01 00:00:00.000000068,1970,1,1,765.4499999999999,271.1611629025562,995.13,806.23,673.01,1,0,1,0
Central India,Storage,863.91,1097,120.95,99.983,2.3,123.98,1970-01-01 00:00:00.000000068,1970,1,1,751.9214285714287,262.1299575546813,477.04,958.61,836.98,1,0,1,0
West Europe,Compute,811.3499999999999,705,311.15,99.766,2.18,125.515,1970-01-01 00:00:00.000000065,1970,1,1,798.8871428571429,233.74650669149273,863.91,482.59,522.08,2,0,1,0
West Europe,Storage,981.53,1246,137.41,99.938,2.09,124.68,1970-01-01 00:00:00.000000065,1970,1,1,840.42,237.14458023183474,811.3499999999999,690.8,964.05,2,0,1,0
Central India,Compute,508.59,645,284.81,99.506,2.1,122.66,1970-01-01 00:00:00.000000067,1970,1,1,747.7071428571428,218.62306898055428,981.53,1157.58,568.9,2,0,1,0
Central India,Storage,845.08,1073,118.31,99.93,2.1,122.66,1970-01-01 00:00:00.000000067,1970,1,1,783.2328571428571,209.9719683445295,508.59,596.4,682.66,2,0,1,0
East US,Compute,666.9,846,373.46,99.852,2.33,126.56,1970-01-01 00:00:00.000000067,1970,1,1,736.3428571428573,190.51316434954364,845.08,995.13,1115.5,2,0,1,0
East US,Storage,1157.44,1469,162.04,99.467,2.33,126.56,1970-01-01 00:00:00.000000067,1970,1,1,833.5428571428572,208.85463315539826,666.9,477.04,806.23,2,0,1,1
West Europe,Compute,564.95,717,316.37,99.409,2.33,122.0,1970-01-01 00:00:00.000000063,1970,1,1,790.8342857142856,231.00265213897003,1157.44,863.91,958.61,3,0,1,0
East US,Compute,683.57,868,382.8,99.541,2.05,126.69,1970-01-01 00:00:00.000000069,1970,1,1,772.58,234.13868810315526,564.95,811.3499999999999,482.59,3,0,1,0
East US,Storage,1147.58,1457,160.66,99.974,2.05,126.69,1970-01-01 00:00:00.000000069,1970,1,1,796.3014285714287,265.18908533526087,683.57,981.53,690.8,3,0,1,1
Central India,Storage,845.48,1073,118.37,99.581,1.97,123.36,1970-01-01 00:00:00.000000065,1970,1,1,844.4285714285714,232.8728617671428,1147.58,508.59,1157.58,3,0,1,0
West Europe,Storage,992.0,1259,138.88,99.915,2.33,122.0,1970-01-01 00:00:00.000000063,1970,1,1,865.4171428571428,239.46881486004787,845.48,845.08,596.4,3,0,1,0
Central India,Compute,472.06,599,264.35,99.746,1.97,123.36,1970-01-01 00:00:00.000000065,1970,1,1,837.5828571428572,275.06648691508985,992.0,666.9,995.13,3,0,1,0
East US,Compute,650.12,825,364.07,99.893,2.04,121.71,1970-01-01 00:00:00.000000063,1970,1,1,765.1085714285715,241.53519746464627,472.06,1157.44,477.04,4,0,1,0
East US,Storage,1134.51,1440,158.83,99.853,2.04,121.71,1970-01-01 00:00:00.000000063,1970,1,1,846.4742857142857,258.22690770309845,650.12,564.95,863.91,4,0,1,1
West Europe,Compute,590.87,750,330.89,99.642,2.05,122.86,1970-01-01 00:00:00.000000064,1970,1,1,833.2314285714285,270.07867584764784,1134.51,683.57,811.3499999999999,4,0,1,0
West Europe,Storage,977.86,1241,136.9,99.435,2.05,122.86,1970-01-01 00:00:00.000000064,1970,1,1,808.9857142857144,243.46196265927173,590.87,1147.58,981.53,4,0,1,0
Central India,Compute,478.7,607,268.07,99.628,2.14,126.81,1970-01-01 00:00:00.000000065,1970,1,1,756.5885714285714,272.0848396137114,977.86,845.48,508.59,4,0,1,0
Central India,Storage,853.95,1084,119.55,99.684,2.14,126.81,1970-01-01 00:00:00.000000065,1970,1,1,736.8671428571428,256.7486201010817,478.7,992.0,845.08,4,0,1,0
East US,Compute,655.59,832,367.13,99.791,2.05,126.23,1970-01-01 00:00:00.000000065,1970,1,1,763.0857142857142,233.5202989647183,853.95,472.06,666.9,5,1,1,0
East US,Storage,1132.45,1438,158.54,99.409,2.05,126.23,1970-01-01 00:00:00.000000065,1970,1,1,831.99,263.8258576536168,655.59,650.12,1157.44,5,1,1,1
West Europe,Compute,600.98,763,336.55,99.764,2.0,121.77,1970-01-01 00:00:00.000000067,1970,1,1,755.7714285714285,237.62956966874384,1132.45,1134.51,564.95,5,1,1,0
West Europe,Storage,983.43,1248,137.68,99.686,2.0,121.77,1970-01-01 00:00:00.000000067,1970,1,1,811.8514285714285,238.54700916371232,600.98,590.87,683.57,5,1,1,0
Central India,Compute,487.09,618,272.77,99.95,2.2,124.32,1970-01-01 00:00:00.000000069,1970,1,1,741.7414285714285,253.28880370232005,983.43,977.86,1147.58,5,1,1,0
Central India,Storage,832.01,1056,116.48,99.826,2.2,124.32,1970-01-01 00:00:00.000000069,1970,1,1,792.2142857142857,225.85259395286567,487.09,478.7,845.48,5,1,1,0
West Europe,Compute,590.07,749,330.44,99.808,2.3,122.57,1970-01-01 00:00:00.000000064,1970,1,1,754.5171428571429,235.64091924750576,832.01,853.95,992.0,6,1,1,0
East US,Storage,1133.17,1439,158.64,99.617,2.27,122.21,1970-01-01 00:00:00.000000061,1970,1,1,822.7428571428572,269.00062792456333,590.07,655.59,472.06,6,1,1,1
East US,Compute,645.33,819,361.38,99.483,2.27,122.21,1970-01-01 00:00:00.000000061,1970,1,1,753.1542857142857,236.58220895755903,1133.17,1132.45,650.12,6,1,1,0
West Europe,Storage,990.88,1258,138.72,99.555,2.3,122.57,1970-01-01 00:00:00.000000064,1970,1,1,808.8542857142857,240.64701728583984,645.33,600.98,1134.51,6,1,1,0
Central India,Storage,864.0,1097,120.96,99.447,2.34,123.99,1970-01-01 00:00:00.000000065,1970,1,1,791.7928571428571,230.21462628847624,990.88,983.43,590.87,6,1,1,0
Central India,Compute,504.54,640,282.54,99.656,2.34,123.99,1970-01-01 00:00:00.000000065,1970,1,1,794.2857142857144,226.42861913173576,864.0,487.09,977.86,6,1,1,0
East US,Compute,672.73,854,376.73,99.753,2.27,124.97,1970-01-01 00:00:00.000000061,1970,1,1,771.5314285714286,229.9811168645932,504.54,832.01,478.7,0,0,2,0
East US,Storage,1121.92,1424,157.07,99.674,2.27,124.97,1970-01-01 00:00:00.000000061,1970,1,1,847.51,247.24568833449808,672.73,590.07,853.95,0,0,2,1
West Europe,Compute,582.1,739,325.97,99.82,2.14,128.5,1970-01-01 00:00:00.000000067,1970,1,1,768.7857142857143,228.12307452024967,1121.92,1133.17,655.59,0,0,2,0
West Europe,Storage,961.09,1220,134.55,99.567,2.14,128.5,1970-01-01 00:00:00.000000067,1970,1,1,813.8942857142857,230.8451736451034,582.1,645.33,1132.45,0,0,2,0
Central India,Compute,500.98,636,280.55,99.874,2.29,125.63,1970-01-01 00:00:00.000000068,1970,1,1,743.9085714285715,242.22660564222173,961.09,990.88,600.98,0,0,2,0
Central India,Storage,825.5,1048,115.57,99.495,2.29,125.63,1970-01-01 00:00:00.000000068,1970,1,1,738.4085714285715,239.4667098943381,500.98,864.0,983.43,0,0,2,0
East US,Compute,674.02,856,377.45,99.58,2.14,126.28,1970-01-01 00:00:00.000000060,1970,1,1,762.62,219.6261434802332,825.5,504.54,487.09,1,0,2,0
East US,Storage,1125.03,1428,157.5,99.455,2.14,126.28,1970-01-01 00:00:00.000000060,1970,1,1,827.2342857142858,252.80084782671233,674.02,672.73,832.01,1,0,2,1
West Europe,Compute,575.03,730,322.02,99.664,2.08,125.23,1970-01-01 00:00:00.000000064,1970,1,1,749.1071428571429,230.03260288593052,1125.03,1121.92,590.07,1,0,2,0
West Europe,Storage,956.51,1214,133.91,99.422,2.08,125.23,1970-01-01 00:00:00.000000064,1970,1,1,802.5942857142857,228.2500195587534,575.03,582.1,1133.17,1,0,2,0
Central India,Compute,473.22,600,265.0,99.587,2.33,126.36,1970-01-01 00:00:00.000000061,1970,1,1,732.8985714285712,245.612333120616,956.51,961.09,645.33,1,0,2,0
Central India,Storage,860.06,1092,120.41,99.86,2.33,126.36,1970-01-01 00:00:00.000000061,1970,1,1,784.1957142857143,225.80099504188345,473.22,500.98,990.88,1,0,2,0
West Europe,Compute,592.66,752,331.89,99.963,2.28,126.71,1970-01-01 00:00:00.000000062,1970,1,1,750.9328571428571,235.637963248305,860.06,825.5,864.0,2,0,2,0
East US,Compute,687.07,872,384.76,99.882,2.12,124.3,1970-01-01 00:00:00.000000062,1970,1,1,752.7971428571428,234.97873887611516,592.66,674.02,504.54,2,0,2,0
East US,Storage,1136.82,1443,159.15,99.981,2.12,124.3,1970-01-01 00:00:00.000000062,1970,1,1,754.4814285714285,238.1128736144948,687.07,1125.03,672.73,2,0,2,1
Central India,Compute,502.77,638,281.55,99.869,2.32,125.73,1970-01-01 00:00:00.000000066,1970,1,1,744.1585714285713,248.52777909310743,1136.82,575.03,1121.92,2,0,2,0
Central India,Storage,828.76,1052,116.03,99.402,2.32,125.73,1970-01-01 00:00:00.000000066,1970,1,1,725.9085714285713,234.6377267497403,502.77,956.51,582.1,2,0,2,0
West Europe,Storage,952.89,1210,133.41,99.527,2.28,126.71,1970-01-01 00:00:00.000000062,1970,1,1,794.4328571428571,217.99433767220364,828.76,473.22,961.09,2,0,2,0
Central India,Compute,521.94,662,292.29,99.603,2.38,128.09,1970-01-01 00:00:00.000000066,1970,1,1,746.13,237.60697969546268,952.89,860.06,500.98,3,0,2,0
Central India,Storage,846.44,1074,118.5,99.463,2.38,128.09,1970-01-01 00:00:00.000000066,1970,1,1,782.3842857142857,229.51067635712434,521.94,592.66,825.5,3,0,2,0
East US,Compute,652.81,829,365.58,99.487,2.16,127.17,1970-01-01 00:00:00.000000067,1970,1,1,777.49,232.23117347447837,846.44,687.07,674.02,3,0,2,0
East US,Storage,1129.3,1434,158.1,99.785,2.16,127.17,1970-01-01 00:00:00.000000067,1970,1,1,776.4157142857142,230.30127231209852,652.81,1136.82,1125.03,3,0,2,1
West Europe,Compute,811.3499999999999,734,323.78,99.607,2.18,125.515,1970-01-01 00:00:00.000000068,1970,1,1,820.4985714285714,196.2003208822185,1129.3,502.77,575.03,3,0,2,0
West Europe,Storage,977.24,1241,136.81,99.448,2.3,125.57,1970-01-01 00:00:00.000000068,1970,1,1,841.71,205.0680971449884,811.3499999999999,828.76,956.51,3,0,2,0
East US,Compute,682.43,866,382.16,99.857,2.16,128.24,1970-01-01 00:00:00.000000066,1970,1,1,803.0728571428571,206.10550338069427,977.24,952.89,473.22,4,0,2,0
East US,Storage,1160.96,1474,162.53,99.518,2.16,128.24,1970-01-01 00:00:00.000000066,1970,1,1,894.3614285714286,202.31541870954524,682.43,521.94,860.06,4,0,2,1
West Europe,Compute,594.83,755,333.1,99.456,2.17,128.7,1970-01-01 00:00:00.000000066,1970,1,1,858.4171428571428,232.36746887306722,1160.96,846.44,592.66,4,0,2,0
West Europe,Storage,988.63,1255,138.41,99.896,2.17,128.7,1970-01-01 00:00:00.000000066,1970,1,1,906.3914285714285,217.0016166935596,594.83,652.81,687.07,4,0,2,0
Central India,Compute,482.44,612,270.17,99.543,2.24,124.4,1970-01-01 00:00:00.000000065,1970,1,1,813.9828571428571,242.49033793220707,988.63,1129.3,1136.82,4,0,2,0
Central India,Storage,853.83,1084,119.54,99.55,2.24,124.4,1970-01-01 00:00:00.000000065,1970,1,1,820.0514285714287,242.9445937814193,482.44,811.3499999999999,502.77,4,0,2,0
East US,Storage,1138.78,1446,159.43,99.823,2.23,126.19,1970-01-01 00:00:00.000000069,1970,1,1,843.1285714285714,266.85958464009764,853.83,977.24,828.76,5,1,2,1
West Europe,Compute,558.79,709,312.92,99.594,2.4,127.7,1970-01-01 00:00:00.000000066,1970,1,1,825.4657142857143,282.87947497459857,1138.78,682.43,952.89,5,1,2,0
East US,Compute,677.87,860,379.61,99.42,2.23,126.19,1970-01-01 00:00:00.000000069,1970,1,1,756.452857142857,243.58894410558986,558.79,1160.96,521.94,5,1,2,0
Central India,Compute,497.36,631,278.52,99.589,2.02,127.18,1970-01-01 00:00:00.000000064,1970,1,1,742.5285714285714,256.79544475636453,677.87,594.83,846.44,5,1,2,0
Central India,Storage,830.69,1054,116.3,99.929,2.02,127.18,1970-01-01 00:00:00.000000064,1970,1,1,719.9657142857142,237.80466401770073,497.36,988.63,652.81,5,1,2,0
West Europe,Storage,998.27,1267,139.76,99.726,2.4,127.7,1970-01-01 00:00:00.000000066,1970,1,1,793.6557142857143,231.77922223940752,830.69,482.44,1129.3,5,1,2,0
East US,Compute,678.28,861,379.84,99.898,2.21,124.42,1970-01-01 00:00:00.000000062,1970,1,1,768.5771428571428,233.67274650061958,998.27,853.83,811.3499999999999,6,1,2,0
East US,Storage,1134.17,1440,158.78,99.748,2.21,124.42,1970-01-01 00:00:00.000000062,1970,1,1,767.9185714285715,232.45883523960188,678.28,1138.78,977.24,6,1,2,1
West Europe,Compute,594.79,755,333.08,99.918,2.29,128.52,1970-01-01 00:00:00.000000067,1970,1,1,773.0614285714286,227.40428773651644,1134.17,558.79,682.43,6,1,2,0
West Europe,Storage,995.95,1264,139.43,99.886,2.29,128.52,1970-01-01 00:00:00.000000067,1970,1,1,818.5014285714286,236.7983011220426,594.79,677.87,1160.96,6,1,2,0
Central India,Compute,488.69,620,273.67,99.664,2.35,126.23,1970-01-01 00:00:00.000000067,1970,1,1,817.2628571428571,238.77242838557115,995.95,497.36,594.83,6,1,2,0
Central India,Storage,864.02,1097,120.96,99.864,2.35,126.23,1970-01-01 00:00:00.000000067,1970,1,1,822.0242857142857,239.41626203867452,488.69,830.69,988.63,6,1,2,0
East US,Compute,655.87,832,367.29,99.564,2.23,125.3,1970-01-01 00:00:00.000000060,1970,1,1,773.1099999999999,232.27760783166326,864.02,998.27,482.44,0,0,2,0
East US,Storage,1103.78,1401,154.53,99.894,2.23,125.3,1970-01-01 00:00:00.000000060,1970,1,1,833.8957142857143,257.61823213540464,655.87,678.28,853.83,0,0,2,0
West Europe,Compute,567.73,721,317.93,99.962,2.17,126.06,1970-01-01 00:00:00.000000067,1970,1,1,752.9757142857143,235.60069933803553,1103.78,1134.17,1138.78,0,0,2,0
West Europe,Storage,977.78,1241,136.89,99.485,2.17,126.06,1970-01-01 00:00:00.000000067,1970,1,1,807.6885714285714,237.20803341009673,567.73,594.79,558.79,0,0,2,0
Central India,Compute,485.69,616,271.98,99.604,2.29,124.77,1970-01-01 00:00:00.000000069,1970,1,1,734.7942857142858,247.87482828080414,977.78,995.95,677.87,0,0,2,0
Central India,Storage,849.01,1078,118.86,99.818,2.29,124.77,1970-01-01 00:00:00.000000069,1970,1,1,786.2685714285714,224.56709401487478,485.69,488.69,497.36,0,0,2,0
East US,Compute,659.68,837,369.42,99.405,2.18,127.7,1970-01-01 00:00:00.000000068,1970,1,1,757.0771428571428,226.05186851062044,849.01,864.02,830.69,1,0,2,0
East US,Storage,1167.46,1482,163.44,99.976,2.18,127.7,1970-01-01 00:00:00.000000068,1970,1,1,830.1614285714286,266.8890835427435,659.68,655.87,998.27,1,0,2,1
West Europe,Compute,607.66,771,340.29,99.929,2.4,124.61,1970-01-01 00:00:00.000000069,1970,1,1,759.2871428571428,247.27053670789311,1167.46,1103.78,678.28,1,0,2,0
West Europe,Storage,987.73,1254,138.28,99.454,2.4,124.61,1970-01-01 00:00:00.000000069,1970,1,1,819.2871428571428,243.9768807157952,607.66,567.73,1134.17,1,0,2,0
Central India,Compute,811.3499999999999,640,282.21,99.75,2.18,125.515,1970-01-01 00:00:00.000000062,1970,1,1,795.5114285714286,233.85691148139915,987.73,977.78,594.79,1,0,2,0
Central India,Storage,849.98,1079,119.0,99.662,2.29,127.1,1970-01-01 00:00:00.000000062,1970,1,1,847.5528571428571,189.8041384967039,811.3499999999999,485.69,995.95,1,0,2,0
East US,Compute,676.73,859,378.97,99.431,2.34,125.78,1970-01-01 00:00:00.000000063,1970,1,1,822.9414285714286,200.45445629274218,849.98,849.01,488.69,2,0,2,0
East US,Storage,1144.01,1452,160.16,99.888,2.34,125.78,1970-01-01 00:00:00.000000063,1970,1,1,892.1314285714286,217.56680011960773,676.73,659.68,864.02,2,0,2,1
West Europe,Compute,568.22,721,318.2,99.817,2.1,128.74,1970-01-01 00:00:00.000000060,1970,1,1,806.5257142857143,208.89642496200034,1144.01,1167.46,655.87,2,0,2,0
West Europe,Storage,960.75,1220,134.51,99.564,2.1,128.74,1970-01-01 00:00:00.000000060,1970,1,1,856.9671428571429,195.04422239706543,568.22,607.66,1103.78,2,0,2,0
Central India,Compute,483.26,613,270.62,99.628,2.02,123.71,1970-01-01 00:00:00.000000066,1970,1,1,784.8999999999999,228.9308062858003,960.75,987.73,567.73,2,0,2,0
Central India,Storage,839.51,1066,117.53,99.732,2.02,123.71,1970-01-01 00:00:00.000000066,1970,1,1,788.9228571428572,229.71912209727512,483.26,811.3499999999999,977.78,2,0,2,0
East US,Compute,657.09,834,367.97,99.58,2.18,128.94,1970-01-01 00:00:00.000000062,1970,1,1,761.3671428571428,232.72371177817172,839.51,849.98,485.69,3,0,2,0
East US,Storage,1130.62,1435,158.29,99.779,2.18,128.94,1970-01-01 00:00:00.000000062,1970,1,1,826.2085714285714,266.0561678435944,657.09,676.73,849.01,3,0,2,1
